full_address,house_number,house_number_suffix,street_predirection,street_name,street_type,address_postdirection,city,state,zipcode,latitude,longitude,precinct_portion_id
140 S FIRST ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
1015 REYNOLDS ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
1490 OAKWOOD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
10775 HENRY LUCAS CO RD,,,,,,,GRAND RAPIDS,OH,43522,,,35-P-ABF
116 EAST ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
166 BRADFORD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1440 THERSHAN DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
151 MUNTZ ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
457 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
216 E FRONT ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
311 W CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
122 S KEYSER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
305 W MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
838 E GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
112 S HENRY ST,,,,,,,MALINTA,OH,43535,,,35-P-AAY
5 PARK CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
220 MASON ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
310 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
424 N ASH ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1050 REYNOLDS ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
706 DAGGETT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1119 STEVENSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
109 E SCHOOL ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
605 SECOND ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
430 RANDOLPH ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
223 W MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
475 JAHNS RD,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
321 N GREENLER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
191 OLD CREEK DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
515 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
335 E NORTH ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
422 N SQUIRE ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
882 E RIVERVIEW AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
809 W GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
851 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
13 LAKEVIEW DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
195 N HARMONY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1045 CHESTERFIELD DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
198 THOMAS AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
516 E MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
419 MELROSE PL,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
703 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1015 WOODLAWN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
861 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
2410 KENJAMES CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
55 CEDARBROOK AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
325 MAIN ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
1166 WESTMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
120 S WASHINGTON ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
75 JOLIETTE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
54 SUNNYDALE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1 PARK LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
335 E MAPLE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
331 W MAPLE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
610 W MAPLE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
705 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
8 MARTHA LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
1106 KENILWORTH AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
103 HIGH ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
1455 SEDWARD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
1080 CLAIRMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
427 N GREENLER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
441 S KEYSER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
550 ROBINWOOD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1038 HIGHLAND AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
358 MAPLE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAQ
405 E HIGH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
240 W WALNUT ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
401 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
176 THOMAS AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
103 CHURCH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
302 W MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
303 CHICAGO AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
132 MEEKISON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
85 LAFAYETTE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
402 N ASH ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
116 S TURKEYFOOT AVE,,,,,,,MALINTA,OH,43535,,,35-P-AAY
1065 MICHIGAN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
641 LEONARD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
470 S WILHELM ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
342 E MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
315 N EAST ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
630 MARION ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
107 DRY CREEK CT,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
250 PATRICIA AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1040 KENILWORTH AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1460 OAKWOOD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
840 STRONG ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
105 CHURCH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
805 LYNNE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
703 DAGGETT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
140 GLENBROOK CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1064 HIGHLAND AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
1069 HIGHLAND AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
210 FIFTH ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
210 YEAGER ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
510 EUCLID AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
212 E CHERRY ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
113 HOLLY HILL DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
610 CHICAGO AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
436 BUTTERNUT ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
319 E NORTH ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
330 S FIRST ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
345 S EAST ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
100 NORWOOD CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
105 KLINE AVE,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
650 W CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
275 CARL ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
1030 WESTCHESTER AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
2495 GLEN ARBORS DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
417 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
844 HOBSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
1345 LYNNE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
758 1/2 PARK ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
2501 GLEN ARBORS DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
106 E MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
1018 W PATRIOT DR,,,,,,,DESHLER,OH,43516,,,35-P-AAL
201 W WABASH ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
505 CAMBRIDGE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1112 N SHEFFIELD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
1456 TAYLOR DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
403 ANN ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
310 BRIARCLIFF DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
545 CAMBRIDGE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
710 EAST ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
550 S FIRST ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
818 MAPLE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
230 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
1125 CHELSEA AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
212 1/2 E MAPLE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
863 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
212 E HIGH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
236 W NORTH ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
802 S PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
317 W CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
316 W NORTH ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1025 WESTMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
203 GARFIELD ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
310 N SQUIRE ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
225 E MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
2435 GLEN ARBORS DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
40 SUNNYDALE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
264 YEAGER ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
6124 US HIGHWAY 6,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
616 WELSTED ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1223 DODD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
17088 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-ABB
305 N HARMONY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
407 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
131 1/2 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
81 GRENWICH DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
225 ALLENDALE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
303 E MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
508 AVON PL,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
208 E MAPLE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
245 NORTHCREST DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
308 W MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
222 GARDEN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
126 PARK PL,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
537 HIGH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
619 STRONG ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
215 FIFTH ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
19464 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-ABE
138 MUNTZ ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
428 S PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
17 PARK CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
109 W SCHOOL ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
7138 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-AAQ
620 N PARK ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
330 MEEKISON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1105 WESTCHESTER AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
824 W GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
614 BECKHAM ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1012 N PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
429 S KEYSER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
630 EDGERTON ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
724 W CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
2334 N SCOTT ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1025 N SHEFFIELD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
579 APPIAN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
302 W WALNUT ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
125 COWEN ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
206 DRY CREEK DR,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
621 TOLEDO ST,,,,,,,COLTON,OH,43510,,,35-P-ABF
1011 N PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
141 HAMILTON ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
932 E GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
214 HIGH ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
104 MCKINLEY ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
235 S EAST ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
1369 US HIGHWAY 6,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
611 W CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1244 DODD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
455 COLDWATER RD,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
121 N TURKEYFOOT AVE,,,,,,,MALINTA,OH,43535,,,35-P-AAY
463 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
151 FRANK ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
139 MUNTZ ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
19361 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-ABE
106 DRY CREEK DR,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
220 THOMAS AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAS
124 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
909 N PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
1248 DODD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
613 THIRD ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
4838 INDEPENDENCE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1159 INDIANA AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
624 AVON PL,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
585 CAMBRIDGE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
331 E ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
109 MUNTZ ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
1014 REYNOLDS ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
715 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
158 1/2 NORTH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
15918 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-ABA
728 PARK ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
324 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
582 BECKLEE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1315 LYNNE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
2423 KENJAMES CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
930 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
229 E PLUM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1225 INDIANA AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
12 BAUMAN PL,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
623 WAYNE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
613 ARDEN CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
643 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
110 FOREST ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
120 N HARMONY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
738 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1060 CHESTERFIELD DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
89 VALLEYBROOK ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
875 WESTMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
324 W BARNES AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1060 N PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
749 STRONG ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
543 GLENDALE AVE,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1139 WOODLAWN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
1378 RICHMAR LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
420 E PLUM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1317 WOODLAWN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
631 JAHNS RD,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
80 JOLIETTE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
704 RAILWAY AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
835 CLAIRMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
410 N PARK ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
412 E MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
411 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
75 CLIFTON ST,,,,,,,GRELTON,OH,43523,,,35-P-AAY
1124 LAGRANGE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
19 MEADOWLARK LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
720 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
308 APPIAN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
711 BECKHAM ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
109 GARFIELD ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
1800 OAKWOOD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1136 CHELSEA AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
306 EAST ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
590 BECKLEE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
10 SUTHERLAND AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
2465 GLEN ARBORS DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
428 WELSTED ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
904 W RIVERVIEW AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1525 THERSHAN DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
324 1/2 E CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
305 S PINE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
414 N PARK ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
121 DENNIS ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
1071 DODD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
323 E NORTH ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
331 CAREY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
420 VINE ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
105 N HENRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
477 INDEPENDENCE CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
402 DOUGLAS DR,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAT
204 DRY CREEK DR,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
806 E CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
591 BECKLEE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
810 PARK ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
745 CHICAGO AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
103 W SCHOOL ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
226 E WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
95 COURTLAND ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
416 PITTSBURG AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
1144 CLAIRMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
330 N EAST ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
223 HUBBARD ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
1172 BALES RD,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1168 CHELSEA AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1156 KENILWORTH AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
893 W GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
108 W NORTH ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
332 N EAST ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
218 E FRONT ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
435 EDGERTON ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
285 PATRICIA AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
910 LYNNE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
232 E WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
812 DAGGETT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
134 S VINE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
314 E CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
2421 GLEN ARBORS DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
209 SYCAMORE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
1021 WOODLAWN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
140 N EAST ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
1490 GLENWOOD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
260 YEAGER ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
745 W CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1086 WESTCHESTER AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
654 CHERRY ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-ABF
219 S DAMASCUS ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
274 N FIRST ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
980 CLAIRMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
7 PARK CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1125 CHESTERFIELD DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
602 N ASH ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
805 S PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
220 ORCHARD LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
480 BRIARCLIFF DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
120 WOODLAWN ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
340 E MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
2 BAUMAN PL,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
425 BELTON ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
7 LAKEVIEW DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
200 E MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
27 SUTHERLAND AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
5 MEADOWLARK LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
216 SHEFFIELD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
855 MAPLE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
1053 STEVENSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
434 E WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
1369 LYNNE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
505 E MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
10483 HENRY LUCAS CO RD,,,,,,,GRAND RAPIDS,OH,43522,,,35-P-ABF
205 HICKORY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-ABA
540 STEARNS AVE,,,,,,,DESHLER,OH,43516,,,35-P-AAL
992 MARCUS AVE,,,,,,,NEW BAVARIA,OH,43548,,,35-P-ABC
